food_name,production_name,check_num,qualified_num,unqualified_num,production_address,food_product_time,food_model,check_flag,sampling_name,sampling_province,check_projiect
茯苓,马鞍山市新安上工医药科技有限公司,1,0,1,安徽省马鞍山市澄湖路中段,2014-05-29,200g/罐,不合格 水分║14.4%║≤13.0%,马鞍山市新安上工医药科技有限公司,,
颜小姐美人玫瑰花茶,亳州市恒益保健品有限公司,1,0,1,亳州市谯城区养生大道交汇处-时代国际医药城33栋楼103号,2016-09-03,50g/瓶,不合格 二氧化硫║80.5mg/kg║不得检出,亳州市恒益保健品有限公司,,
金桔干,安徽省庐江县群欢茶业有限公司,1,0,1,安徽省合肥市庐江县汤池镇百花村,2016-04-20,50g/袋,不合格 二氧化硫║165mg/kg║≤100mg/kg,六安格林超市有限公司皖西中学店,,
传统红颜八宝茶,安徽天方茶业（集团）有限公司,1,0,1,安徽省石台县秋浦东路22号,2015-07-20,300g(12*25g）/袋,不合格 大肠菌群║9.2MPN/g║≤2MPN/g,天方茶业股份有限公司池州一店,,
霍山黄芽,六安市齐头山茶叶有限公司,1,0,1,安徽省六安市裕安区天堂寨路,2015-11-02,50克/罐,不合格 草甘膦║2.91mg/kg║≤1.0mg/kg,合肥悦家商业有限公司蚌埠万达店,,
铁观音茶,福建知福生态农业发展有限公司,1,0,1,华安经济开发区九龙工业园,2015-08-10,200g/包 一级,不合格 稀土‖4.06mg/kg‖≤2.0mg/kg,沃尔玛(广东)商业零售有限公司河源中山大道分店,,
绿茶（炒青）,青岛祥瑞苑工贸有限公司,1,0,1,青岛市崂山区王哥庄街道青山社区,2015-05-16,散装,不合格 三氯杀螨醇‖0.07mg/kg‖不得检出,青岛祥瑞苑工贸有限公司,,
湘曲代用茶,邵阳市蓉鑫生物科技有限公司,1,0,1,湖南省邵东县斫曹产业园,2015-07-03,30g/块,不合格 铅（以Pb计）‖2.7mg/kg‖≤1.0mg/kg,邵阳市蓉鑫生物科技有限公司,,
龙井茶(绿茶),杭州云峰食品有限公司,1,0,1,杭州市萧山区进化镇王家匣村(沈家埭自然村),2016-03-29,散装,不合格 氰戊菊酯║0.25mg/kg║不得检出,杭州云峰食品有限公司,,
洛神花玫瑰饮（代用茶）,北京福永源（亳州）保健品有限公司,1,0,1,安徽省亳州市谯城区,2015-06-02,30g/盒×15袋,不合格 水分║14.2%║≤13.0%,北京福永源（亳州）保健品有限公司,,
